"STUID","YEAR","GENDER","RACETHN","MAJOR","DISTANCE","HS_GPA","COLLEGE_GPA","FIRST_GEN","ACT01","ACT02","ACT03","ACT04","ACT05","ACT06","ACT07","ACT08","ACT09","ACT10","ACT11","ACT12","ACT13","RATE1","RATE2","RATE3","RATE4","RATE5","RATE6","RATE7","AGREE_01","AGREE_02","AGREE_03","AGREE_04","AGREE_05","AGREE_06","AGREE_07","AGREE_08","AGREE_09"
"JbxwbH","2014","male",6,"6","3",NA,4,"2",2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,3
"0nj7ON","2013","male",1,"6","5",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,5,1,1,1,1,1,1,3,1
"iTohUq","2015","female",6,"4","5",NA,5,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3
"exa2t4","2014","female",6,"4",NA,5,6,"1",1,1,1,2,2,1,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3
"NONVB7","2013","male",6,"6","4",NA,5,"2",1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,3,3,1,1,1,1,3,1,3,1,1,1,1,1
"EBxGnw","2013","female",6,"5","4",NA,5,"2",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3
"Qyctur","2015","male",6,"5","5",5,7,"1",1,2,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"ynajoA","2015","female",6,"6","5",6,6,"1",2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,4,1,1,1,1,4,1
"7qvzjD","2012","female",6,"5","3",5,4,"1",1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,3,1,1,4,1,1,1,4,1
"hj5Mp8","2014","female",6,"6","4",6,6,"1",1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,3,1,1,3,1,1,4,3,1,1,1,1,5,1
"awhOrw","2012","female",6,"5","5",5,5,"1",3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,5,1,1,1,3,3
"mx2j4M","2012","female",6,"5","6",7,8,"1",2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3
"Ml6cjQ","2013","male",6,"6","4",NA,7,"2",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"icAOfB","2015","male",6,"6","5",6,8,"1",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
"0Z7BfL","2015","female",6,"5","5",NA,8,"2",1,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,3,1
"fiI6aX","2013","female",7,"5","3",5,4,"1",1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1
"D2RcSk","2015","male",6,"6","5",5,7,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,4,1,1,1,1
"NRK1dA","2013","male",6,"5","5",6,8,"1",1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,3
"osiPHS","2015","male",3,"6","5",7,8,"1",1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3
"zLP1j4","2012","male",1,"6","4",NA,6,"2",1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,3,4,1
"LZ1Zfc","2015","male",6,"4","5",5,4,"1",1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,4,1,1,3,1,1
"CnVHZk","2015","female",2,"5","5",5,6,"1",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"m3mTXb","2013","female",6,"4","5",5,5,"1",1,1,1,3,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3
"WwMMLX","2013","male",6,"6","3",5,4,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1
"aeib4k","2012","male",6,"5",NA,6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q2MFOg","2014","female",6,"3","5",4,3,"1",1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"bcmBES","2012","male",6,"5","5",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,3,1
"gOl47M","2012","female",6,"4","4",4,4,"1",1,1,1,2,1,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
"fsjGPP","2013","female",6,"5",NA,6,5,"1",1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1
"BTeQ6S","2012","male",6,"6","2",5,5,"1",1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1
"IMm8XR","2015","male",6,"6","5",7,7,"1",1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,3,1,1,1,1
"Uq3I6D","2015","male",6,"5","5",NA,5,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EuoiQo","2014","female",4,"4","5",7,8,"1",2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3
"ZSli88","2012","female",2,"6","4",NA,3,"2",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,3,3,1
"qyrk6b","2013","female",6,"5","5",4,4,"1",1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,3,1,3,1,3,1,3,1,1
"GNAcSH","2013","female",6,"5",NA,6,6,"1",3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
"SPJ5tq","2014","female",2,"5","3",4,4,"1",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Vdq0O1","2014","female",6,"4","6",5,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1
"sC58Dc","2014","female",6,"5","2",5,7,"1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,3
"iWG4Vd","2014","male",6,"6","6",6,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,1,1,3,1,1
"CTLIah","2015","male",6,"6","5",6,7,"1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,3,1,1,1
"K0arKl","2012","female",6,"5","5",6,6,"1",2,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,3,1,1,1,1,3,1,4,1,1,1,1,1
"EoW90N","2013","female",6,"5","3",6,6,"1",1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1
"0qJ54u","2015","female",6,"3","5",5,4,"1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"KNf0Lw","2013","female",6,"3","4",4,4,"1",1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1
"dW1xVR","2012","male",4,"6","3",6,6,"1",1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,6,1,1,1,1,1,1,4,1
"AGikac","2014","female",6,"5","5",5,8,"1",1,1,2,1,1,1,1,1,1,2,3,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
"Z2bTGn","2014","male",6,"6","4",7,8,"1",1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,3,1,3,1,1,1,1,1,3,1,1
"LgAgB7","2015","male",4,"5","4",6,6,"1",2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,4,1,1,1,1,1,3,1,1
"5Bd18p","2013","female",2,"5","2",5,5,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,5,1,3,1,3
"VwVDCz","2015","female",6,"3","5",5,4,"1",1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"X3jsvI","2014","male",7,"6","4",5,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,3,1
"SPqg6o","2015","female",6,"6","5",5,6,"1",1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,4,3,3,3,1,1,1,3,1,1
"0MHm8X","2013","female",7,"3","4",6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"sp98TX","2013","female",6,"6","4",6,8,"1",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1
"9XsvL8","2013","male",6,"5","1",NA,5,"2",1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"lqHKO3","2014","male",4,"4","4",4,3,"1",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sydagm","2012","male",2,"6","4",7,7,"1",1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1
"UncZ0v","2014","female",6,"4","5",6,5,"1",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1
"Ab7ZtK","2015","female",6,"5","3",NA,6,"2",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,3,1,3,1
"0MF37a","2012","male",6,"5","5",5,4,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YIyeej","2014","female",2,"5","4",6,6,"1",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,3,1,1,3,1,1,1
"WHxlc6","2013","female",6,"5","5",6,7,"1",1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
"SEI9v6","2014","male",6,"6","4",6,6,"1",1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1
"OTJGyC","2012","female",6,"3","5",5,4,"1",1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"8QcvLm","2015","female",6,"5","5",NA,6,"2",2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,1,3,1,1,1,3,1,1,1,1,1
"zg41O8","2012","male",6,"6","5",7,8,"1",1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"U6s3y2","2013","female",6,"3","5",4,3,"1",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1
"KbQeOz","2015","female",6,"6","4",5,6,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,3,1
"PVPn2m","2013","female",4,"3",NA,4,4,"1",1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"25ktQj","2015","female",6,"5","4",NA,7,"2",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1
"2I5Wj0","2012","female",6,"5","2",7,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,3,1,1,1,1
"1V6da1","2013","female",4,"3","5",4,4,"1",1,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"zBFfM6","2014","male",6,"5","5",4,3,"1",1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"daYMJT","2012","male",6,"6",NA,6,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1
"HaWLY6","2013","female",6,"5","5",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,3
"FzKNMK","2014","female",2,"6","4",6,7,"1",1,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94y6q6","2014","female",6,"3","5",5,4,"1",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1
"UQ3o30","2015","male",7,"6","4",6,6,"1",2,1,1,3,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1
"TabkfN","2013","male",7,"5","2",5,6,"1",1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"ftgV0C","2014","female",6,"6","5",NA,8,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,5,3,4,1,1,1,1,3,1
"SrPG2z","2014","male",6,"4","4",4,3,"1",1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1
"RODhbp","2014","female",6,"5","5",5,8,"1",1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"7iDWVG","2013","male",1,"5","3",6,7,"1",1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"vsMHHE","2014","female",6,"3","5",5,5,"1",1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1
"IgBZ7W","2015","male",6,"5","5",6,7,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,3,1,1
"ZM2N4X","2013","female",6,"3","4",NA,7,"2",1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"lD8HUD","2013","female",6,"3","1",6,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,4,3,1,1,1
"jE5F2w","2013","male",6,"5","5",6,6,"1",1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"acdlwj","2014","female",6,"5","4",5,5,"1",1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
"MZcvlO","2015","female",6,"5","5",6,7,"1",3,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"OwcEis","2014","male",6,"6","3",7,7,"1",1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"tVmOZY","2012","female",6,"5","1",4,4,"1",1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1
"O53ryD","2014","male",2,"5","3",5,4,"1",2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1
"8p3E1k","2014","female",2,"5","5",4,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dToEp6","2015","male",2,"6","5",6,7,"1",1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,1,1,5,3,1,3,1,1,1,3,1
"GhvKCR","2015","female",6,"3","4",4,3,"1",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1
"x22Rld","2014","female",6,"5","4",6,7,"1",1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1
"a4vgde","2012","female",2,"6","3",7,8,"1",1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"yVus2k","2014","female",6,"5","4",7,7,"1",2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,3,1,1,4
"5sJveK","2012","female",6,"6","4",7,7,"1",2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1
"zCD2kn","2012","male",6,"6","5",6,6,"1",1,1,2,2,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,4,5,3,1,1,3,1,1,1,1
"NkNJsR","2014","female",6,"3","5",4,3,"1",2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1
"bkp2Ne","2015","female",6,"4","4",6,5,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"uiI211","2013","male",2,"6",NA,4,3,"1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"J6JzXi","2013","female",6,"5","5",4,5,"1",1,1,1,1,1,1,2,2,1,1,1,2,2,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,3
"D1Nm8G","2012","male",3,"5","5",7,7,"1",1,1,3,1,1,1,2,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3
"L6LADH","2012","male",2,"6","4",5,7,"1",2,1,2,1,1,1,1,1,1,1,2,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3
"f1j9Ct","2014","male",6,"6","5",7,8,"1",1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,3,1,1
"g1VMVv","2014","female",2,"6","5",6,8,"1",1,1,1,2,3,1,1,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1
"UhNk25","2012","male",6,"4","3",5,4,"1",1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1
"Mn8m9d","2015","male",6,"6","4",6,6,"1",1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,4,1,3,1,1,1,1,4,1
"g0HCHW","2014","female",6,"4","3",6,6,"1",1,1,1,2,1,1,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UwxtJw","2015","male",6,"6","5",6,8,"1",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,3,1,1,1,4,1
"XAwxcN","2015","male",2,"6","3",6,8,"1",1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,3,1,1,3,1,1,1,3,4,1
"5qXU1h","2013","male",6,"5",NA,5,4,"1",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,1,3,3,3,1,1,3,3
"uOiyp3","2015","female",6,"4","5",6,5,"1",1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"L0dq8P","2013","female",6,"4","5",5,4,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
"VO293k","2012","male",3,"5","5",5,6,"1",1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,3,1,3,1,1,1,3,1
"DjOd0V","2013","male",3,"5","4",4,2,"1",3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,1,3,1,1,1,1,1
"WIypWG","2013","female",7,"3",NA,4,3,"1",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,4,3,1,1,3
"LyjQQ7","2015","female",6,"3","5",4,6,"1",1,1,2,1,2,1,1,2,1,1,2,1,1,1,3,1,3,1,1,1,1,4,1,1,3,3,1,1,1
"9Qw5vN","2012","male",6,"5","5",5,5,"1",1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,3,1
"oSRhjA","2013","female",6,"5","3",6,6,"1",1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1
"Fo5qGH","2013","female",6,"6","3",NA,7,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1
"hUK5ZS","2015","male",6,"6","5",7,8,"1",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,4,1
"5tfFNU","2015","female",3,"3","4",5,4,"1",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1
"W9cqOZ","2013","male",6,"6",NA,5,6,"1",1,1,1,1,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1
"txj8Kp","2013","female",6,"3","5",4,3,"1",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3
"gSPXwf","2014","female",6,"5","3",4,3,"1",1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1
"ERnqyM","2012","female",6,"3","5",4,4,"1",3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"dIB4IF","2015","male",6,"4","3",5,6,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,3
"rLbfYy","2014","female",6,"3","5",5,4,"1",1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1
"KHctr4","2013","female",6,"6","4",6,8,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,4,1,1,1,1,3,1
"vmfu6B","2013","female",6,"6","5",5,6,"1",1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1
"9BVDjB","2015","female",4,"6","4",6,7,"1",2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,3,4,4,3,1,3,1,1,3,1
"lVJAds","2014","male",6,"4","5",6,5,"1",1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,3,1,3,1,3
"W3qJRe","2012","female",6,"5","5",6,6,"1",1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
"qhPvSb","2012","male",6,"5","3",7,7,"1",1,1,1,1,1,2,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BLo4HL","2015","female",3,"3",NA,7,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1
"sp1jta","2014","male",6,"6","3",NA,6,"2",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
"VBn0Ws","2015","male",6,"6","4",NA,6,"2",1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"mtlZ01","2012","female",2,"6","4",5,4,"1",1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1
"BJgUKN","2013","male",6,"5","5",4,4,"1",1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"cv2URX","2014","female",7,"5","5",7,7,"1",1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1
"tIuLGG","2013","female",6,"5","4",NA,6,"2",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3
"IfosrK","2015","female",6,"4","4",5,6,"1",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1
"LyE5Rk","2015","female",4,"5","3",5,5,"1",1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1
"Ovthd3","2013","male",6,"4","5",6,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1
"xdXTCs","2014","male",6,"6","3",NA,6,"2",1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,4,1
"5DX0iT","2015","female",6,"4","4",5,5,"1",1,1,1,1,1,1,1,1,2,3,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3
"4xbP5u","2014","female",6,"3","5",5,4,"1",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"atu9hz","2012","female",3,"3","4",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"UZ8Mcq","2013","female",6,"3","3",6,6,"1",1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1
"uJnh5S","2015","male",6,"6","1",6,6,"1",1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,4,1,1,1,3,3,1,1,3,1,1,1,1
"RjdTnR","2015","male",7,"5","5",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"5jTLQy","2015","female",6,"3","3",4,3,"1",1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"oDgNnW","2012","female",4,"3","4",6,7,"1",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1
"zEA0Qa","2012","female",6,"4",NA,7,8,"1",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3
"qxkkNx","2015","female",6,"4","3",5,5,"1",1,1,3,2,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
"IEwDwx","2012","female",6,"4","3",6,6,"1",1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
